10:02:24.418 [restartedMain] INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext - Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@5b68c06e: startup date [Mon Dec 03 10:02:24 CST 2018]; root of context hierarchy 
14:24:49.679 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'getAuthorizationAttributeSourceAdvisor' of type [org.apache.shiro.spring.security.interceptor.AuthorizationAttributeSourceAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:24:49.689 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'spring.datasource.druid-com.alibaba.druid.spring.boot.autoconfigure.properties.DruidStatProperties' of type [com.alibaba.druid.spring.boot.autoconfigure.properties.DruidStatProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:24:49.692 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'advisor' of type [org.springframework.aop.support.RegexpMethodPointcutAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:24:50.337 [restartedMain] INFO  o.s.b.c.e.t.TomcatEmbeddedServletContainer - Tomcat initialized with port(s): 8080 (http) 
14:24:50.338 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"] 
14:24:50.338 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat] 
14:24:50.338 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.31 
14:24:50.427 [localhost-startStop-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext 
14:24:50.428 [localhost-startStop-1] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 5710 ms 
14:24:50.611 [localhost-startStop-1] INFO  o.s.b.w.s.ServletRegistrationBean - Mapping servlet: 'dispatcherServlet' to [/] 
14:24:50.611 [localhost-startStop-1] INFO  o.s.b.w.s.ServletRegistrationBean - Mapping servlet: 'statViewServlet' to [/druid/*] 
14:24:50.611 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*] 
14:24:50.611 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*] 
14:24:50.611 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'httpPutFormContentFilter' to: [/*] 
14:24:50.611 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*] 
14:24:50.611 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'webStatFilter' to urls: [/*] 
14:24:50.611 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'shiroFilter' to: [/*] 
14:24:52.026 [restartedMain] INFO  o.s.s.c.ThreadPoolTaskScheduler - Initializing ExecutorService  'taskScheduler' 
14:24:52.441 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@3fe9068c: startup date [Mon Dec 03 14:24:44 CST 2018]; root of context hierarchy 
14:24:52.505 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/admin/article/category/list],methods=[POST]}" onto public com.medhead.kf100.common.dto.ResponseResult<java.util.List<com.medhead.kf100.model.ArticleCategory>> com.medhead.kf100.web.admin.AdminArticleController.getArticleCategoryList(java.lang.Integer,java.lang.Long) 
14:24:52.505 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/admin/article/list],methods=[POST]}" onto public com.medhead.kf100.common.dto.ResponseResult<com.medhead.kf100.common.dto.PageEntity<com.medhead.kf100.model.Article>> com.medhead.kf100.web.admin.AdminArticleController.getArticleList(com.medhead.kf100.model.dto.AdminArticleSearchDto) 
14:24:52.506 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/admin/userInfo],methods=[POST]}" onto public com.medhead.kf100.common.dto.ResponseResult com.medhead.kf100.web.admin.AdminController.getUserInfo() 
14:24:52.507 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/admin/login],methods=[POST]}" onto public com.medhead.kf100.common.dto.ResponseResult com.medhead.kf100.web.admin.AdminController.login(java.lang.String,java.lang.String) 
14:24:52.507 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/admin/logout],methods=[POST]}" onto public com.medhead.kf100.common.dto.ResponseResult com.medhead.kf100.web.admin.AdminController.logout() 
14:24:52.507 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/admin/manager/update],methods=[POST]}" onto public com.medhead.kf100.common.dto.ResponseResult com.medhead.kf100.web.admin.AdminManagerController.updateManagerUser(java.lang.Long,java.lang.String,java.lang.String,java.lang.Long) 
14:24:52.508 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/admin/manager/new],methods=[POST]}" onto public com.medhead.kf100.common.dto.ResponseResult com.medhead.kf100.web.admin.AdminManagerController.newManagerUser(java.lang.String,java.lang.String,java.lang.String,java.lang.Long) 
14:24:52.508 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/admin/manager/list],methods=[POST]}" onto public com.medhead.kf100.common.dto.ResponseResult<com.medhead.kf100.common.dto.PageEntity<com.medhead.kf100.model.SysUser>> com.medhead.kf100.web.admin.AdminManagerController.getManagerList(java.lang.String,java.lang.Integer,java.lang.Integer) 
14:24:52.509 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/admin/user/list],methods=[POST]}" onto public com.medhead.kf100.common.dto.ResponseResult com.medhead.kf100.web.admin.AdminUserController.selectSysUserListByUser(com.medhead.kf100.model.dto.SysUserDto) 
14:24:52.509 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/admin/user/getUserCompany],methods=[POST]}" onto public com.medhead.kf100.common.dto.ResponseResult com.medhead.kf100.web.admin.AdminUserController.getSysUserCompanyInfo(java.lang.Integer) 
14:24:52.509 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/admin/user/getUser],methods=[POST]}" onto public com.medhead.kf100.common.dto.ResponseResult com.medhead.kf100.web.admin.AdminUserController.getSysUserInfo(java.lang.Integer) 
14:24:52.509 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/upload/image],methods=[POST]}" onto public com.medhead.kf100.common.dto.ResponseResult com.medhead.kf100.web.common.UploadController.uploadFile(org.springframework.web.multipart.MultipartFile) throws java.io.IOException 
14:24:52.511 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest) 
14:24:52.511 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) 
14:24:52.597 [restartedMain] INFO  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Detected @ExceptionHandler methods in exceptionHandle 
14:24:52.629 [restartedMain] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler] 
14:24:52.888 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729 
14:24:52.979 [restartedMain] INFO  o.s.j.e.a.AnnotationMBeanExporter - Registering beans for JMX exposure on startup 
14:24:52.980 [restartedMain] INFO  o.s.j.e.a.AnnotationMBeanExporter - Bean with name 'statFilter' has been autodetected for JMX exposure 
14:24:52.980 [restartedMain] INFO  o.s.j.e.a.AnnotationMBeanExporter - Bean with name 'slf4jLogFilter' has been autodetected for JMX exposure 
14:24:52.980 [restartedMain] INFO  o.s.j.e.a.AnnotationMBeanExporter - Bean with name 'wallConfig' has been autodetected for JMX exposure 
14:24:52.980 [restartedMain] INFO  o.s.j.e.a.AnnotationMBeanExporter - Bean with name 'wallFilter' has been autodetected for JMX exposure 
14:24:52.980 [restartedMain] INFO  o.s.j.e.a.AnnotationMBeanExporter - Bean with name 'dataSource' has been autodetected for JMX exposure 
14:24:52.982 [restartedMain] INFO  o.s.j.e.a.AnnotationMBeanExporter - Located MBean 'slf4jLogFilter': registering with JMX server as MBean [com.alibaba.druid.filter.logging:name=slf4jLogFilter,type=Slf4jLogFilter] 
14:24:52.983 [restartedMain] INFO  o.s.j.e.a.AnnotationMBeanExporter - Located MBean 'wallConfig': registering with JMX server as MBean [com.alibaba.druid.wall:name=wallConfig,type=WallConfig] 
14:24:52.984 [restartedMain] INFO  o.s.j.e.a.AnnotationMBeanExporter - Located MBean 'wallFilter': registering with JMX server as MBean [com.alibaba.druid.wall:name=wallFilter,type=WallFilter] 
14:24:52.985 [restartedMain] INFO  o.s.j.e.a.AnnotationMBeanExporter - Located MBean 'dataSource': registering with JMX server as MBean [com.alibaba.druid.spring.boot.autoconfigure:name=dataSource,type=DruidDataSourceWrapper] 
14:24:52.986 [restartedMain] INFO  o.s.j.e.a.AnnotationMBeanExporter - Located MBean 'statFilter': registering with JMX server as MBean [com.alibaba.druid.filter.stat:name=statFilter,type=StatFilter] 
14:24:52.990 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"] 
14:24:52.993 [restartedMain] INFO  o.a.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read 
14:24:53.167 [restartedMain] INFO  o.s.b.c.e.t.TomcatEmbeddedServletContainer - Tomcat started on port(s): 8080 (http) 
14:24:53.465 [main] INFO  o.s.w.c.s.GenericWebApplicationContext - Refreshing org.springframework.web.context.support.GenericWebApplicationContext@2f67a4d3: startup date [Mon Dec 03 14:24:53 CST 2018]; root of context hierarchy 
14:24:56.438 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 5.3.6.Final 
14:24:58.617 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'statelessShiroConfig' of type [com.medhead.kf100.conf.shiro.StatelessShiroConfig$$EnhancerBySpringCGLIB$$e2f075ff] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:24:59.088 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'jwtRealm' of type [com.medhead.kf100.conf.shiro.realm.JwtRealm] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:25:01.077 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'securityManager' of type [org.apache.shiro.web.mgt.DefaultWebSecurityManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:25:01.124 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'filterChainDefinitionMapMetaSource' of type [com.medhead.kf100.conf.shiro.FilterChainDefinitionMapMetaSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:25:01.403 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'shiro-com.medhead.kf100.conf.shiro.ShiroProperties' of type [com.medhead.kf100.conf.shiro.ShiroProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:25:01.648 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'mybatis-plus-com.baomidou.mybatisplus.spring.boot.starter.MybatisPlusProperties' of type [com.baomidou.mybatisplus.spring.boot.starter.MybatisPlusProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:25:01.654 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'kf100Application' of type [com.medhead.kf100.Kf100Application$$EnhancerBySpringCGLIB$$557a30b7] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:25:01.688 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'paginationInterceptor' of type [com.baomidou.mybatisplus.plugins.PaginationInterceptor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:25:01.697 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'com.baomidou.mybatisplus.spring.boot.starter.MybatisPlusAutoConfiguration' of type [com.baomidou.mybatisplus.spring.boot.starter.MybatisPlusAutoConfiguration$$EnhancerBySpringCGLIB$$6d25f6ee] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:25:01.701 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'com.alibaba.druid.spring.boot.autoconfigure.DruidDataSourceAutoConfigure' of type [com.alibaba.druid.spring.boot.autoconfigure.DruidDataSourceAutoConfigure$$EnhancerBySpringCGLIB$$39324e03] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:25:01.832 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties' of type [org.springframework.boot.autoconfigure.jdbc.DataSourceProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:25:01.836 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'com.alibaba.druid.spring.boot.autoconfigure.stat.DruidFilterConfiguration' of type [com.alibaba.druid.spring.boot.autoconfigure.stat.DruidFilterConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:25:02.092 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'statFilter' of type [com.alibaba.druid.filter.stat.StatFilter] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:25:02.154 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'wallConfig' of type [com.alibaba.druid.wall.WallConfig] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:25:02.295 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'wallFilter' of type [com.alibaba.druid.wall.WallFilter] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:25:02.434 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'slf4jLogFilter' of type [com.alibaba.druid.filter.logging.Slf4jLogFilter] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:25:02.681 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'dataSource' of type [com.alibaba.druid.spring.boot.autoconfigure.DruidDataSourceWrapper] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:25:03.546 [main] INFO  c.a.druid.pool.DruidDataSource - {dataSource-1} inited 
14:25:04.577 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sqlSessionFactory' of type [org.apache.ibatis.session.defaults.DefaultSqlSessionFactory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:25:04.584 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sqlSessionTemplate' of type [org.mybatis.spring.SqlSessionTemplate] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:25:04.585 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysResourceMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:25:04.587 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysResourceMapper' of type [com.sun.proxy.$Proxy94] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:25:04.954 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'asyncConfig' of type [com.medhead.kf100.conf.AsyncConfig$$EnhancerBySpringCGLIB$$95450a11] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:25:04.956 [main] INFO  o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService  
14:25:05.030 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'com.alibaba.druid.spring.boot.autoconfigure.stat.DruidSpringAopConfiguration' of type [com.alibaba.druid.spring.boot.autoconfigure.stat.DruidSpringAopConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:25:05.055 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$1f865891] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:25:05.072 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'getAuthorizationAttributeSourceAdvisor' of type [org.apache.shiro.spring.security.interceptor.AuthorizationAttributeSourceAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:25:05.086 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'spring.datasource.druid-com.alibaba.druid.spring.boot.autoconfigure.properties.DruidStatProperties' of type [com.alibaba.druid.spring.boot.autoconfigure.properties.DruidStatProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:25:05.098 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'advisor' of type [org.springframework.aop.support.RegexpMethodPointcutAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:25:06.774 [main] INFO  o.s.s.c.ThreadPoolTaskScheduler - Initializing ExecutorService  'taskScheduler' 
14:25:08.464 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.web.context.support.GenericWebApplicationContext@2f67a4d3: startup date [Mon Dec 03 14:24:53 CST 2018]; root of context hierarchy 
14:25:08.563 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/admin/article/list],methods=[POST]}" onto public com.medhead.kf100.common.dto.ResponseResult<com.medhead.kf100.common.dto.PageEntity<com.medhead.kf100.model.Article>> com.medhead.kf100.web.admin.AdminArticleController.getArticleList(com.medhead.kf100.model.dto.AdminArticleSearchDto) 
14:25:08.563 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/admin/article/category/list],methods=[POST]}" onto public com.medhead.kf100.common.dto.ResponseResult<java.util.List<com.medhead.kf100.model.ArticleCategory>> com.medhead.kf100.web.admin.AdminArticleController.getArticleCategoryList(java.lang.Integer,java.lang.Long) 
14:25:08.564 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/admin/userInfo],methods=[POST]}" onto public com.medhead.kf100.common.dto.ResponseResult com.medhead.kf100.web.admin.AdminController.getUserInfo() 
14:25:08.565 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/admin/login],methods=[POST]}" onto public com.medhead.kf100.common.dto.ResponseResult com.medhead.kf100.web.admin.AdminController.login(java.lang.String,java.lang.String) 
14:25:08.565 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/admin/logout],methods=[POST]}" onto public com.medhead.kf100.common.dto.ResponseResult com.medhead.kf100.web.admin.AdminController.logout() 
14:25:08.565 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/admin/manager/new],methods=[POST]}" onto public com.medhead.kf100.common.dto.ResponseResult com.medhead.kf100.web.admin.AdminManagerController.newManagerUser(java.lang.String,java.lang.String,java.lang.String,java.lang.Long) 
14:25:08.566 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/admin/manager/list],methods=[POST]}" onto public com.medhead.kf100.common.dto.ResponseResult<com.medhead.kf100.common.dto.PageEntity<com.medhead.kf100.model.SysUser>> com.medhead.kf100.web.admin.AdminManagerController.getManagerList(java.lang.String,java.lang.Integer,java.lang.Integer) 
14:25:08.566 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/admin/manager/update],methods=[POST]}" onto public com.medhead.kf100.common.dto.ResponseResult com.medhead.kf100.web.admin.AdminManagerController.updateManagerUser(java.lang.Long,java.lang.String,java.lang.String,java.lang.Long) 
14:25:08.568 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/admin/user/getUser],methods=[POST]}" onto public com.medhead.kf100.common.dto.ResponseResult com.medhead.kf100.web.admin.AdminUserController.getSysUserInfo(java.lang.Integer) 
14:25:08.569 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/admin/user/list],methods=[POST]}" onto public com.medhead.kf100.common.dto.ResponseResult com.medhead.kf100.web.admin.AdminUserController.selectSysUserListByUser(com.medhead.kf100.model.dto.SysUserDto) 
14:25:08.569 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/admin/user/getUserCompany],methods=[POST]}" onto public com.medhead.kf100.common.dto.ResponseResult com.medhead.kf100.web.admin.AdminUserController.getSysUserCompanyInfo(java.lang.Integer) 
14:25:08.569 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/upload/image],methods=[POST]}" onto public com.medhead.kf100.common.dto.ResponseResult com.medhead.kf100.web.common.UploadController.uploadFile(org.springframework.web.multipart.MultipartFile) throws java.io.IOException 
14:25:08.571 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest) 
14:25:08.571 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) 
14:25:08.682 [main] INFO  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Detected @ExceptionHandler methods in exceptionHandle 
14:25:08.760 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler] 
14:25:09.661 [Thread-5] INFO  o.s.w.c.s.GenericWebApplicationContext - Closing org.springframework.web.context.support.GenericWebApplicationContext@2f67a4d3: startup date [Mon Dec 03 14:24:53 CST 2018]; root of context hierarchy 
14:25:09.663 [Thread-5] INFO  o.s.s.c.ThreadPoolTaskScheduler - Shutting down ExecutorService 'taskScheduler' 
14:25:09.663 [Thread-5] INFO  o.s.s.c.ThreadPoolTaskScheduler - Shutting down ExecutorService 'taskScheduler' 
14:25:09.686 [Thread-5] INFO  c.a.druid.pool.DruidDataSource - {dataSource-1} closed 
14:49:46.666 [restartedMain] INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext - Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@4e42e559: startup date [Mon Dec 03 14:49:46 CST 2018]; root of context hierarchy 
14:49:46.737 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 5.3.6.Final 
14:49:47.717 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'statelessShiroConfig' of type [com.medhead.kf100.conf.shiro.StatelessShiroConfig$$EnhancerBySpringCGLIB$$8fd176f4] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:49:47.804 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'jwtRealm' of type [com.medhead.kf100.conf.shiro.realm.JwtRealm] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:49:48.098 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'securityManager' of type [org.apache.shiro.web.mgt.DefaultWebSecurityManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:49:48.121 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'filterChainDefinitionMapMetaSource' of type [com.medhead.kf100.conf.shiro.FilterChainDefinitionMapMetaSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:49:48.238 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'shiro-com.medhead.kf100.conf.shiro.ShiroProperties' of type [com.medhead.kf100.conf.shiro.ShiroProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:49:48.326 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'mybatis-plus-com.baomidou.mybatisplus.spring.boot.starter.MybatisPlusProperties' of type [com.baomidou.mybatisplus.spring.boot.starter.MybatisPlusProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:49:48.330 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'kf100Application' of type [com.medhead.kf100.Kf100Application$$EnhancerBySpringCGLIB$$25b31ac] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
14:49:48.340 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'paginationInterceptor' of type [com.baomidou.mybatisplus.plugins.PaginationInterceptor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
